City ID,City Name,Latitude,Longitude,Temperature (F),Max Temperature (F),Humidity,Cloudiness,Wind Speed (MPH)
2015306,tiksi,71.64,128.87,58.1,58.1,74,20,10.67
5894642,bassano,50.79,-112.47,70.43,70.43,56,80,8.88
943960,viljoenskroon,-27.21,26.95,63.68,63.68,40,92,7.99
479704,uchaly,54.32,59.38,48.83,48.83,93,20,2.39
2347758,bara,10.41,10.6,75.65,75.65,86,100,6.31
2686469,ornskoldsvik,63.29,18.72,57.2,57.2,76,0,8.05
1498087,nadym,65.53,72.51,46.58,46.58,75,20,21.07
3031582,saint-augustin,44.83,-0.61,77.0,77.0,61,0,3.36
3670419,catalina,8.86,-75.38,80.6,80.6,88,40,7.43
3661756,uarini,-2.98,-65.16,82.4,82.4,66,36,9.44
1853483,oyama,36.31,139.8,84.2,84.2,83,75,9.17
565778,dobryanka,58.45,56.42,42.8,42.8,93,0,4.47
4231997,avera,33.19,-82.53,80.28,86.0,94,1,4.7
4696233,harlingen,26.19,-97.7,88.56,91.4,52,1,18.34
2926271,flensburg,54.78,9.43,62.58,64.4,77,24,12.75
1058381,morondava,-20.3,44.28,62.6,62.6,96,0,5.97
1082243,ambilobe,-13.19,49.05,68.63,68.63,74,0,8.21
6943820,murdochville,48.96,-65.49,66.02,66.02,89,92,3.74
567902,chkalovsk,56.76,43.24,60.8,60.8,100,0,2.39
1264637,machilipatnam,16.18,81.14,77.72,77.72,87,64,10.67
3374083,bathsheba,13.22,-59.52,80.6,80.6,83,20,13.87
2094342,kavieng,-2.57,150.8,82.04,82.04,100,80,1.95
3441292,paso de carrasco,-34.86,-56.05,46.4,46.4,100,90,5.82
2024626,dzhebariki-khaya,62.22,135.8,67.73,67.73,76,0,3.4
1106643,quatre cocos,-20.21,57.76,71.6,71.6,68,40,9.17
6316343,alta floresta,-9.87,-56.08,86.45,86.45,33,64,3.51
1498314,motygino,58.18,94.69,60.35,60.35,81,0,4.97
1504075,kazachinskoye,57.69,93.28,60.62,60.62,86,0,3.29
6149374,slave lake,55.28,-114.77,66.2,66.2,72,75,5.82
2206854,gisborne,-38.66,178.02,53.96,53.96,98,92,21.07
4034188,moerai,-22.43,-151.33,70.43,70.43,100,92,20.62
1214488,meulaboh,4.14,96.13,77.9,77.9,100,92,1.61
3616584,san ramon,12.92,-85.84,69.8,69.8,88,75,4.7
5882953,aklavik,68.22,-135.01,62.6,62.6,63,90,9.17
4468525,graham,36.07,-79.4,78.37,82.4,74,1,2.62
675840,esna,45.2,27.57,65.75,65.75,86,0,3.18
3981432,todos santos,23.45,-110.23,92.05,96.8,66,5,19.46
2155562,nelson bay,-32.72,152.14,59.0,59.0,51,0,8.05
1337612,dhidhdhoo,6.88,73.1,82.85,82.85,98,68,9.44
3388847,sao felix do xingu,-6.64,-51.99,86.9,86.9,42,56,5.3
3357247,gobabis,-22.45,18.97,54.68,54.68,61,0,4.97
3176923,fiumicino,41.77,12.23,74.28,77.0,94,0,3.36
5905393,bonavista,48.65,-53.11,59.45,59.45,94,76,16.26
172256,yazman,36.74,38.46,78.17,78.17,54,0,10.0
1651103,atambua,-9.11,124.89,76.37,76.37,100,20,5.86
2413419,gunjur,13.18,-16.76,78.8,78.8,88,40,2.24
1708743,kinablangan,7.69,126.55,83.84,83.84,99,32,6.53
3467688,campos altos,-19.7,-46.17,63.05,63.05,78,20,7.2
2035002,shangzhi,45.21,127.96,63.68,63.68,96,88,3.06
2399001,mayumba,-3.44,10.65,67.91,67.91,96,8,3.51
1831173,kampong cham,11.99,105.46,77.81,77.81,96,76,4.41
2488835,medea,36.27,2.77,75.2,75.2,94,20,3.36
1293960,taunggyi,20.78,97.03,66.92,66.92,99,92,3.18
512255,shirokiy,53.87,39.17,69.35,69.35,68,44,7.43
2015545,tarbagatay,51.48,107.36,60.8,60.8,82,75,6.71
2449893,tessalit,20.2,1.01,86.27,86.27,43,8,6.2
2136150,luganville,-15.51,167.18,77.18,77.18,100,0,10.78
3463237,florianopolis,-27.6,-48.55,62.6,62.6,93,0,5.82
1714821,dimataling,7.53,123.37,75.74,75.74,95,92,3.85
1797318,qujing,25.49,103.8,60.26,60.26,98,92,6.64
3461370,imbituba,-28.24,-48.67,62.6,62.6,93,0,5.82
1283285,jumla,29.28,82.18,38.93,38.93,91,92,2.95
1244926,hambantota,6.12,81.12,80.51,80.51,98,20,16.82
3581194,melchor de mencos,17.06,-89.15,80.78,80.78,66,48,4.74
5527953,pampa,35.54,-100.96,95.9,96.8,23,1,18.34
2065594,mount isa,-20.73,139.49,77.0,77.0,27,0,6.93
2986626,plouzane,48.38,-4.62,61.7,62.6,100,90,10.29
483137,teykovo,56.86,40.54,62.06,62.06,91,12,5.3
3421765,nanortalik,60.14,-45.24,42.35,42.35,99,92,2.95
3421319,nuuk,64.17,-51.74,46.4,46.4,75,75,19.46
2057087,kupang,-10.16,123.6,78.8,78.8,83,20,3.36
5640350,billings,45.79,-108.5,82.4,82.4,18,20,9.17
2523920,santa rosalia,38.07,13.27,79.81,80.6,78,0,4.7
1487939,uvat,59.14,68.9,46.4,46.4,85,32,5.64
2122605,okhotsk,59.36,143.24,66.74,66.74,72,8,3.96
3136023,storsteinnes,69.24,19.23,53.6,53.6,93,80,3.36
3428576,san pedro,-33.68,-59.66,44.87,44.87,83,0,3.62
583345,aleksandrov gay,50.14,48.57,69.17,69.17,72,56,2.84
1586350,cam ranh,11.92,109.15,79.79,79.79,97,80,3.4
2143350,winton,-22.38,143.04,71.06,71.06,54,0,6.87
1640344,kendari,-3.99,122.52,77.72,77.72,75,24,3.18
1641899,labuhan,-2.54,115.51,73.67,73.67,86,0,3.06
89113,ajdabiya,30.75,20.22,77.72,77.72,54,0,8.55
2647057,herne bay,51.37,1.13,59.0,59.0,93,0,10.11
1283217,khandbari,27.38,87.21,45.23,45.23,66,100,1.72
3393922,nisia floresta,-6.09,-35.21,77.0,77.0,78,20,12.75
2157698,mildura,-34.18,142.16,55.49,55.49,65,0,19.28
5949601,eston,51.15,-108.75,62.6,62.6,82,75,26.4
509234,pitkyaranta,61.57,31.48,62.42,62.42,86,64,6.98
2090021,namatanai,-3.66,152.44,77.9,77.9,100,88,6.31
1572151,nha trang,12.24,109.19,79.79,79.79,97,80,3.4
1174062,kharan,28.58,65.42,63.77,63.77,29,0,0.94
1735022,temerloh,3.45,102.42,75.29,75.29,93,8,2.17
528248,mayskiy,43.63,44.06,64.4,64.4,72,75,6.71
3354071,oranjemund,-28.55,16.43,58.01,58.01,99,0,5.3
5681948,fallon,46.84,-105.12,84.2,84.2,20,1,12.75
3938415,ilo,-17.65,-71.34,56.12,56.12,97,64,3.18
3374210,sao filipe,14.9,-24.5,77.63,77.63,95,80,11.68
3190586,paka,45.29,18.06,68.0,68.0,94,0,1.12
1264976,leh,34.16,77.58,24.35,24.35,85,76,1.72
2248777,marsassoum,12.83,-15.98,78.8,78.8,94,20,4.7
2304548,anloga,5.79,0.9,75.2,75.2,83,20,10.29
967106,oudtshoorn,-33.59,22.2,51.8,51.8,93,76,3.36
1256929,muli,22.62,71.45,79.52,79.52,79,92,13.91
1737185,kapit,2.02,112.94,75.29,75.29,90,44,1.83
4852022,clinton,41.84,-90.19,82.71,84.2,58,1,11.41
532825,lyaskelya,61.77,31.02,62.42,62.42,86,64,6.98
8010472,belmonte,40.36,-7.35,74.3,74.3,52,0,4.18
1168700,ormara,25.21,64.64,80.42,80.42,93,88,10.67
2063042,port hedland,-20.31,118.58,62.6,62.6,48,0,6.93
1562798,vinh,18.67,105.69,78.17,78.17,96,68,3.62
4032369,pangai,-19.8,-174.35,75.2,75.2,64,75,9.17
1161724,chabahar,25.29,60.65,86.63,86.63,98,0,13.24
2122574,ola,59.58,151.3,68.0,68.0,72,20,4.47
3663529,manacapuru,-3.3,-60.62,77.45,77.45,91,36,1.16
108410,riyadh,24.63,46.72,89.6,89.6,21,0,6.42
3395042,mazagao,-0.12,-51.29,80.6,80.6,94,20,6.93
335733,gimbi,8.81,37.79,52.52,52.52,94,80,2.06
6929460,panzhihua,26.59,101.72,62.06,62.06,88,68,2.84
3448903,sao joao da barra,-21.64,-41.05,73.4,73.4,83,20,4.7
1273294,delhi,28.65,77.22,84.2,84.2,66,40,8.05
3372783,ponta delgada,37.73,-25.67,71.6,71.6,78,75,10.29
6322184,porto novo,-23.68,-45.44,66.2,66.2,72,0,4.7
1262669,muddebihal,16.33,76.13,70.88,70.88,91,80,14.25
2377457,nouadhibou,20.93,-17.03,68.0,68.0,88,0,13.87
3628142,san jose de guanipa,8.89,-64.17,80.78,80.78,67,8,5.75
2871045,mindelheim,48.05,10.49,68.04,69.8,88,0,2.24
86049,jalu,29.03,21.55,79.25,79.25,47,0,10.0
1630662,praya,-8.71,116.27,69.8,69.8,94,20,1.12
2132606,samarai,-10.62,150.67,79.43,79.43,96,12,18.95
3981391,tomatlan,19.93,-105.25,82.22,82.22,79,32,2.39
2980080,saint-francois,46.42,3.91,69.8,69.8,68,0,6.31
3451138,rio grande,-32.03,-52.1,54.86,54.86,96,76,15.03
1175712,jiwani,25.05,61.74,82.94,82.94,94,36,7.31
236901,ouadda,8.07,22.4,67.01,67.01,100,88,3.85
69559,zabid,14.2,44.5,53.15,53.15,92,32,1.5
2033536,yakeshi,49.28,120.73,61.88,61.88,100,12,4.41
557588,idritsa,56.33,28.9,63.41,63.41,94,44,7.2
2112576,ishinomaki,38.42,141.3,82.4,82.4,69,75,2.24
2112297,kamogawa,35.13,140.08,86.88,87.8,74,40,12.75
785288,surcin,44.8,20.28,70.63,73.4,73,0,3.36
2028164,deputatskiy,69.3,139.9,51.35,51.35,62,0,10.56
3460197,jaguaruna,-28.62,-49.03,59.27,59.27,99,76,6.76
2109528,buala,-8.15,159.59,81.5,81.5,90,92,8.66
2166368,forbes,-33.38,148.01,50.81,50.81,97,0,7.43
2622793,ebeltoft,56.2,10.68,64.4,64.4,72,0,17.22
2034141,wuchang,44.93,127.16,65.48,65.48,88,92,6.2
3837056,san luis,-33.3,-66.34,55.13,55.13,35,68,8.77
